Year,Rank,Team,Total Attendance,Avg. Attendance,Approx. Payroll ,W-L Record,W Record,L Record,Run Difference,RK,Total Games,Runs/Games,Hits,Stolen Bases,Walks,Stike Outs,Batting Average,On Base %,Slugging %,,
2011,11,LA Angels,"1,724,450","21,290","$35,712,000 ",0.43827,71,91,-0.2,,162,4.51,1560,153,442,1006,0.275,0.329,0.415,,
2011,13,LA Dodgers,"3,166,321","39,090","$138,543,166 ",0.53086,86,76,0.2,,162,4.12,1394,135,442,1086,0.253,0.313,0.402,,
2011,23,MIA Marlins,"2,935,139","36,236","$103,785,477 ",0.50932,82,79,0.2,,161,4,1395,126,498,1087,0.257,0.322,0.375,,
2011,3,MIL Brewers,"3,071,373","37,918","$86,636,333 ",0.59259,96,66,0.5,,162,4.45,1422,94,481,1083,0.261,0.325,0.425,,
2011,29,MIN Twins,"3,168,116","39,113","$112,737,000 ",0.38889,63,99,-1.1,,162,3.82,1357,92,440,1048,0.247,0.306,0.36,,
2011,19,NY Mets,"2,352,596","29,044","$151,897,309 ",0.47531,77,85,-0.1,,162,4.43,1477,130,571,1085,0.264,0.335,0.391,,
2011,7,NY Yankees,"3,653,680","45,107","$206,275,028 ",0.59877,97,65,1.3,,162,5.35,1452,147,627,1138,0.263,0.343,0.444,,
2011,20,OAK Athletics,"1,476,791","18,232","$67,094,000 ",0.45679,74,88,-0.2,,162,3.98,1330,117,509,1094,0.244,0.311,0.369,,
2011,5,PHI Phillies,"3,680,718","45,441","$172,976,379 ",0.62963,102,60,1.1,,162,4.4,1409,96,539,1024,0.253,0.323,0.395,,
2011,22,PIT Pirates,"1,940,429","23,956","$45,047,000 ",0.44444,72,90,-0.6,,162,3.77,1325,108,489,1308,0.244,0.309,0.368,,
2011,25,SD Padres,"2,143,018","26,457","$45,869,140 ",0.43827,71,91,-0.1,,162,3.66,1284,170,501,1320,0.237,0.305,0.349,,
2011,12,SF Giants,"1,896,321","23,411","$86,110,600 ",0.53086,86,76,0,,162,3.43,1263,125,435,1280,0.233,0.292,0.348,,
2011,28,SEA Mariners,"3,387,303","41,819","$124,198,333 ",0.41358,67,95,-0.7,,162,3.52,1327,85,448,1122,0.242,0.303,0.368,,
2011,1,STL Cardinals,"3,093,954","38,197","$105,433,572 ",0.55556,90,72,0.4,,162,4.7,1513,57,542,978,0.273,0.341,0.425,,
2011,6,TB Rays,"1,529,188","18,879","$41,053,571 ",0.56173,91,71,0.6,,162,4.36,1324,155,571,1193,0.244,0.322,0.402,,
2011,2,TEX Rangers,"2,946,949","36,382","$93,799,264 ",0.59259,96,66,1.1,,162,5.28,1599,143,475,930,0.283,0.34,0.46,,
2011,14,TOR Blue Jays,"1,818,103","22,446","$64,567,800 ",0.50000,81,81,-0.1,,162,4.59,1384,131,525,1184,0.249,0.317,0.413,,
2011,15,WAS Nationals,"1,940,478","24,256","$68,492,928 ",0.49689,80,81,-0.1,,161,3.88,1319,106,470,1323,0.242,0.309,0.383,,
2010,28,AZ Diamondbacks,"2,056,697","25,391","$61,368,166 ",0.40123,65,97,-0.8,,162,4.4,1366,86,589,1529,0.25,0.325,0.416,,
2010,5,ATL Braves,"2,510,119","30,989","$84,423,666 ",0.56173,91,71,0.7,,162,4.56,1411,63,634,1140,0.258,0.339,0.401,,
2010,27,BAL Orioles,"1,733,019","21,395","$81,612,500 ",0.40741,66,96,-1.1,,162,3.78,1440,76,424,1056,0.259,0.316,0.386,,
2010,10,BOS Red Sox,"3,046,445","37,610","$164,507,333 ",0.54938,89,73,0.5,,162,5.05,1511,68,587,1140,0.268,0.339,0.451,,
2010,23,CHI Cubs,"3,062,973","37,814","$147,009,001 ",0.46296,75,87,-0.5,,162,4.23,1414,55,479,1236,0.257,0.32,0.401,,
2010,11,CHI White Sox,"2,194,378","27,091","$107,195,000 ",0.54321,88,74,0.3,,162,4.64,1467,160,467,922,0.268,0.332,0.42,,
2010,7,CIN Reds,"2,060,550","25,439","$75,321,542 ",0.56173,91,71,0.6,,162,4.88,1515,93,522,1218,0.272,0.338,0.436,,
2010,24,CLE Guardians,"1,391,644","17,181","$61,203,966 ",0.42593,69,93,-0.7,,162,3.99,1362,91,545,1184,0.248,0.322,0.378,,
2010,14,COL Rockies,"2,875,245","35,497","$90,677,000 ",0.51235,83,79,0.3,,162,4.75,1452,99,585,1274,0.263,0.336,0.425,,
2010,16,DET Tigers,"2,461,237","30,386","$124,039,928 ",0.50000,81,81,0,,162,4.64,1515,69,546,1147,0.268,0.335,0.415,,
2010,22,HOU Astros,"1,524,894","18,826","$57,454,719 ",0.49383,80,82,0,,162,4.44,1403,92,514,1375,0.254,0.321,0.403,,
2010,26,KAS Royals,"2,331,490","28,784","$93,216,000 ",0.46914,76,86,-0.7,,162,3.77,1348,100,415,1025,0.247,0.303,0.362,,
2010,18,LA Angels,"1,615,327","19,942","$73,105,210 ",0.41358,67,95,-1,,162,4.17,1534,115,471,905,0.274,0.331,0.399,,
2010,19,LA Dodgers,"3,250,814","40,134","$104,963,866 ",0.49383,80,82,-0.1,,162,4.2,1363,104,466,1070,0.248,0.311,0.39,,
2010,17,MIA Marlins,"3,562,320","43,979","$95,358,016 ",0.49383,80,82,-0.2,,162,4.12,1368,92,533,1184,0.252,0.322,0.379,,
2010,21,MIL Brewers,"2,776,531","34,278","$81,108,278 ",0.47531,77,85,-0.3,,162,4.63,1471,81,546,1216,0.262,0.335,0.424,,
2010,8,MIN Twins,"3,223,640","39,798","$97,559,166 ",0.58025,94,68,0.7,,162,4.82,1521,68,559,967,0.273,0.341,0.422,,
2010,20,NY Mets,"2,559,738","31,602","$134,422,942 ",0.48765,79,83,0,,162,4.05,1361,130,502,1095,0.249,0.314,0.383,,
2010,4,NY Yankees,"3,765,807","46,491","$210,733,389 ",0.58642,95,67,1,,162,5.3,1485,103,662,1136,0.267,0.35,0.436,,
2010,15,OAK Athletics,"1,418,391","17,511","$57,904,900 ",0.50000,81,81,0.2,,162,4.09,1396,156,527,1061,0.256,0.324,0.378,,
2010,3,PHI Phillies,"3,777,322","44,968","$141,928,379 ",0.59877,97,65,0.8,,162,4.77,1451,108,560,1064,0.26,0.332,0.413,,
2010,30,PIT Pirates,"1,613,399","19,919","$37,443,000 ",0.35185,57,105,-1.7,,162,3.62,1303,87,463,1207,0.242,0.304,0.373,,
2010,9,SD Padres,"2,131,774","26,318","$37,799,300 ",0.55556,90,72,0.5,,162,4.1,1338,124,538,1183,0.246,0.317,0.371,,
2010,1,SF Giants,"2,085,630","25,749","$86,510,000 ",0.56790,92,70,0.7,,162,3.17,1274,142,459,1184,0.236,0.298,0.339,,
2010,29,SEA Mariners,"3,037,443","37,499","$98,641,333 ",0.37654,61,101,-1.1,,162,4.3,1411,55,487,1099,0.257,0.321,0.408,,
2010,12,STL Cardinals,"3,301,218","40,756","$93,540,751 ",0.53086,86,76,0.6,,162,4.54,1456,79,541,1027,0.263,0.332,0.402,,
2010,6,TB Rays,"1,864,999","23,025","$71,923,471 ",0.59259,96,66,0.9,,162,4.95,1343,172,672,1292,0.247,0.333,0.403,,
2010,2,TEX Rangers,"2,505,171","30,928","$56,474,374 ",0.55556,90,72,0.6,,162,4.86,1556,123,511,986,0.276,0.338,0.419,,
2010,13,TOR Blue Jays,"1,495,482","19,173","$62,734,000 ",0.52469,85,77,0.2,,162,4.66,1364,58,471,1164,0.248,0.312,0.454,,
2010,25,WAS Nationals,"1,828,066","22,569","$67,701,000 ",0.42593,69,93,-0.5,,162,4.04,1355,110,503,1220,0.25,0.318,0.39,,
,,,,,,,,,,,,,,,,,,,,,
